stars,catalogs,repetitions
Kepler-1272,VI/137/gum_mw,3777
Kepler-1272,J/A+A/594/A39/tablea3,1350
Kepler-1273,VI/137/gum_mw,3777
Kepler-1274,VI/137/gum_mw,3777
Kepler-1274,J/ApJ/767/127/hosts,65
Kepler-1274,J/ApJS/237/38/abund,807
Kepler-1274,J/A+A/594/A39/tablea3,1350
Kepler-1274,J/AJ/154/107/stars,922
Kepler-1274,J/AJ/161/68/table1,154
Kepler-1274,J/AJ/163/179/table1,1158
Kepler-1275,VI/137/gum_mw,3777
Kepler-1276,V/156/dr7smrs,532
Kepler-1276,VI/137/gum_mw,3777
Kepler-1276,J/ApJS/237/38/abund,807
Kepler-1276,J/A+A/594/A39/tablea3,1350
Kepler-1276,J/A+A/664/A78/table2,323
Kepler-1276,J/A+A/664/A78/tablec2,355
Kepler-1276,J/A+A/664/A78/tablec3,356
Kepler-1276,J/AJ/154/107/stars,922
Kepler-1276,J/AJ/161/68/table1,154
Kepler-1276,J/AJ/163/179/table1,1158
Kepler-1277,VI/137/gum_mw,3777
Kepler-1277,J/ApJS/237/38/abund,807
Kepler-1277,J/A+A/594/A39/tablea3,1350
Kepler-1277,J/AJ/154/107/stars,922
Kepler-1277,J/AJ/163/179/table1,1158
Kepler-1278,V/156/dr7smrs,532
Kepler-1278,VI/137/gum_mw,3777
Kepler-1278,J/ApJS/237/38/abund,807
Kepler-1278,J/A+A/664/A78/table2,323
Kepler-1278,J/A+A/664/A78/tablec2,355
Kepler-1278,J/A+A/664/A78/tablec3,356
Kepler-1278,J/AJ/154/107/stars,922
Kepler-1278,J/AJ/161/68/table1,154
Kepler-1278,J/AJ/163/179/table1,1158
Kepler-1279,VI/137/gum_mw,3777
Kepler-1279,J/ApJS/237/38/abund,807
Kepler-1279,J/A+A/594/A39/tablea3,1350
Kepler-1279,J/A+A/662/A66/table5,240
Kepler-1279,J/AJ/154/107/stars,922
Kepler-1279,J/AJ/161/68/table1,154
Kepler-1279,J/AJ/163/179/table1,1158
Kepler-1279,J/MNRAS/490/2112/table1,32
Kepler-128,VI/137/gum_mw,3777
Kepler-128,J/ApJ/767/127/hosts,65
Kepler-128,J/ApJS/237/38/abund,807
Kepler-128,J/A+A/636/A85/tablec1,136
Kepler-128,J/AJ/154/107/stars,922
Kepler-128,J/AJ/161/68/table1,154
Kepler-128,J/AJ/163/179/table1,1158
Kepler-128,J/other/Nat/486.375/tables,142
Kepler-1280,V/156/dr7smrs,532
Kepler-1280,VI/137/gum_mw,3777
Kepler-1280,J/ApJS/237/38/abund,807
Kepler-1280,J/A+A/594/A39/tablea3,1350
Kepler-1280,J/A+A/636/A85/tablec1,136
Kepler-1280,J/A+A/662/A66/table5,240
Kepler-1280,J/A+A/664/A78/table2,323
Kepler-1280,J/A+A/664/A78/tablec2,355
Kepler-1280,J/A+A/664/A78/tablec3,356
Kepler-1280,J/AJ/154/107/stars,922
Kepler-1280,J/AJ/161/68/table1,154
Kepler-1280,J/AJ/163/179/table1,1158
Kepler-1281,VI/137/gum_mw,3777
Kepler-1282,VI/137/gum_mw,3777
Kepler-1282,J/AJ/156/82/table5,3
Kepler-1283,VI/137/gum_mw,3777
Kepler-1283,J/A+A/594/A39/tablea3,1350
Kepler-1284,V/156/dr7smrs,532
Kepler-1284,VI/137/gum_mw,3777
Kepler-1284,J/ApJS/237/38/abund,807
Kepler-1284,J/A+A/594/A39/tablea3,1350
Kepler-1284,J/A+A/662/A66/table5,240
Kepler-1284,J/A+A/664/A78/table2,323
Kepler-1284,J/A+A/664/A78/tablec2,355
Kepler-1284,J/A+A/664/A78/tablec3,356
Kepler-1284,J/AJ/154/107/stars,922
Kepler-1284,J/AJ/163/179/table1,1158
Kepler-1285,VI/137/gum_mw,3777
Kepler-1285,J/ApJS/237/38/abund,807
Kepler-1285,J/A+A/594/A39/tablea3,1350
Kepler-1285,J/AJ/154/107/stars,922
Kepler-1285,J/AJ/161/68/table1,154
Kepler-1285,J/AJ/163/179/table1,1158
Kepler-1286,VI/137/gum_mw,3777
Kepler-1287,VI/137/gum_mw,3777
Kepler-1287,J/A+A/594/A39/tablea3,1350
Kepler-1288,V/156/dr7smrs,532
Kepler-1288,VI/137/gum_mw,3777
Kepler-1288,J/ApJ/807/82/table1,99
Kepler-1288,J/ApJS/237/38/abund,807
Kepler-1288,J/A+A/594/A39/tablea3,1350
Kepler-1288,J/A+A/664/A78/table2,323
Kepler-1288,J/A+A/664/A78/tablec2,355
Kepler-1288,J/A+A/664/A78/tablec3,356
Kepler-1288,J/AJ/154/107/stars,922
Kepler-1288,J/AJ/161/68/table1,154
Kepler-1288,J/AJ/163/179/table1,1158
Kepler-1289,VI/137/gum_mw,3777
Kepler-1289,J/A+A/594/A39/tablea3,1350
Kepler-129,VI/137/gum_mw,3777
Kepler-129,J/ApJ/767/127/hosts,65
Kepler-129,J/ApJ/919/138/table1,542
Kepler-129,J/ApJS/237/38/abund,807
Kepler-129,J/A+A/594/A39/tablea3,1350
Kepler-129,J/A+A/636/A85/tablec1,136
Kepler-129,J/A+A/662/A66/table5,240
Kepler-129,J/AJ/154/107/stars,922
Kepler-129,J/AJ/163/179/table1,1158
Kepler-129,J/other/Nat/486.375/tables,142
Kepler-1290,VI/137/gum_mw,3777
Kepler-1291,VI/137/gum_mw,3777
Kepler-1291,J/A+A/594/A39/tablea3,1350
Kepler-1292,VI/137/gum_mw,3777
Kepler-1292,J/ApJ/807/82/table1,99
Kepler-1292,J/ApJS/237/38/abund,807
Kepler-1292,J/A+A/594/A39/tablea3,1350
Kepler-1292,J/AJ/154/107/stars,922
Kepler-1292,J/AJ/163/179/table1,1158
Kepler-1293,VI/137/gum_mw,3777
Kepler-1293,J/ApJS/237/38/abund,807
Kepler-1293,J/A+A/594/A39/tablea3,1350
Kepler-1293,J/AJ/154/107/stars,922
Kepler-1293,J/AJ/161/68/table1,154
Kepler-1293,J/AJ/163/179/table1,1158
Kepler-1294,VI/137/gum_mw,3777
Kepler-1294,J/A+A/594/A39/tablea3,1350
Kepler-1294,J/A+A/612/A96/tablea1,1
Kepler-1294,J/A+A/612/L2/table1-6,1
Kepler-1294,J/A+A/636/A85/tablec1,136
Kepler-1294,J/MNRAS/434/1422/table3,15
Kepler-1295,VI/137/gum_mw,3777
Kepler-1295,J/A+A/594/A39/tablea3,1350
Kepler-1296,V/156/dr7smrs,532
Kepler-1296,VI/137/gum_mw,3777
Kepler-1296,J/A+A/594/A39/tablea3,1350
Kepler-1296,J/A+A/664/A78/tablec2,355
Kepler-1296,J/A+A/664/A78/tablec3,356
Kepler-1297,VI/137/gum_mw,3777
Kepler-1298,VI/137/gum_mw,3777
Kepler-1298,J/ApJS/237/38/abund,807
Kepler-1298,J/AJ/154/107/stars,922
Kepler-1298,J/AJ/161/68/table1,154
Kepler-1298,J/AJ/163/179/table1,1158
Kepler-1299,VI/137/gum_mw,3777
KOI-13,VI/137/gum_mw,3777
KOI-13,J/A+A/662/A66/table5,240
Kepler-130,VI/137/gum_mw,3777
Kepler-130,J/ApJ/767/127/hosts,65
Kepler-130,J/ApJ/919/138/table1,542
Kepler-130,J/ApJS/237/38/abund,807
Kepler-130,J/A+A/594/A39/tablea3,1350
Kepler-130,J/A+A/636/A85/tablec1,136
Kepler-130,J/AJ/154/107/stars,922
Kepler-130,J/AJ/163/179/table1,1158
Kepler-130,J/other/Nat/486.375/tables,142
Kepler-1300,VI/137/gum_mw,3777
Kepler-1300,J/ApJS/237/38/abund,807
Kepler-1300,J/A+A/594/A39/tablea3,1350
Kepler-1300,J/AJ/154/107/stars,922
Kepler-1300,J/AJ/161/68/table1,154
Kepler-1300,J/AJ/163/179/table1,1158
Kepler-1301,VI/137/gum_mw,3777
Kepler-1302,VI/137/gum_mw,3777
Kepler-1303,VI/137/gum_mw,3777
Kepler-1304,VI/137/gum_mw,3777
Kepler-1305,VI/137/gum_mw,3777
Kepler-1305,J/A+A/594/A39/tablea3,1350
Kepler-1306,VI/137/gum_mw,3777
Kepler-1306,J/A+A/594/A39/tablea3,1350
Kepler-1307,VI/137/gum_mw,3777
Kepler-1307,J/ApJ/807/82/table1,99
Kepler-1307,J/A+A/594/A39/tablea3,1350
Kepler-1307,J/A+A/662/A66/table5,240
Kepler-1308,VI/137/gum_mw,3777
Kepler-1308,J/A+A/594/A39/tablea3,1350
Kepler-1308,J/AJ/163/179/table1,1158
Kepler-1309,VI/137/gum_mw,3777
Kepler-1309,J/A+A/594/A39/tablea3,1350
Kepler-131,VI/137/gum_mw,3777
Kepler-131,J/ApJ/919/138/table1,542
Kepler-131,J/ApJS/210/20/table1,23
Kepler-131,J/ApJS/237/38/abund,807
Kepler-131,J/A+A/594/A39/tablea3,1350
Kepler-131,J/A+A/636/A85/tablec1,136
Kepler-131,J/AJ/154/107/stars,922
Kepler-131,J/AJ/163/179/table1,1158
Kepler-131,J/other/Nat/486.375/tables,142
Kepler-1310,VI/137/gum_mw,3777
Kepler-1310,J/ApJS/237/38/abund,807
Kepler-1310,J/A+A/594/A39/tablea3,1350
Kepler-1310,J/AJ/154/107/stars,922
Kepler-1310,J/AJ/163/179/table1,1158
Kepler-1311,VI/137/gum_mw,3777
Kepler-1311,J/ApJ/919/138/table1,542
Kepler-1311,J/ApJS/237/38/abund,807
Kepler-1311,J/A+A/594/A39/tablea3,1350
Kepler-1311,J/AJ/154/107/stars,922
Kepler-1311,J/AJ/163/179/table1,1158
Kepler-1312,VI/137/gum_mw,3777
Kepler-1312,J/ApJ/919/138/table1,542
Kepler-1312,J/ApJS/237/38/abund,807
Kepler-1312,J/A+A/594/A39/tablea3,1350
Kepler-1312,J/AJ/154/107/stars,922
Kepler-1312,J/AJ/163/179/table1,1158
Kepler-1313,V/156/dr7smrs,532
Kepler-1313,VI/137/gum_mw,3777
Kepler-1313,J/ApJS/237/38/abund,807
Kepler-1313,J/A+A/594/A39/tablea3,1350
Kepler-1313,J/A+A/664/A78/table2,323
Kepler-1313,J/A+A/664/A78/tablec2,355
Kepler-1313,J/A+A/664/A78/tablec3,356
Kepler-1313,J/AJ/154/107/stars,922
Kepler-1313,J/AJ/163/179/table1,1158
Kepler-1314,VI/137/gum_mw,3777
Kepler-1314,J/A+A/594/A39/tablea3,1350
Kepler-1314,J/A+A/662/A66/table5,240
Kepler-1315,VI/137/gum_mw,3777
Kepler-1315,J/ApJS/237/38/abund,807
Kepler-1315,J/A+A/594/A39/tablea3,1350
Kepler-1315,J/AJ/154/107/stars,922
Kepler-1315,J/AJ/163/179/table1,1158
Kepler-1316,VI/137/gum_mw,3777
Kepler-1316,J/ApJ/919/138/table1,542
Kepler-1316,J/ApJS/237/38/abund,807
Kepler-1316,J/AJ/154/107/stars,922
Kepler-1316,J/AJ/163/179/table1,1158
Kepler-1317,VI/137/gum_mw,3777
Kepler-1318,V/156/dr7smrs,532
Kepler-1318,VI/137/gum_mw,3777
Kepler-1318,J/A+A/594/A39/tablea3,1350
Kepler-1318,J/A+A/664/A78/table2,323
Kepler-1318,J/A+A/664/A78/tablec2,355
Kepler-1318,J/A+A/664/A78/tablec3,356
Kepler-1318,J/AJ/163/179/table1,1158
Kepler-1319,VI/137/gum_mw,3777
Kepler-1319,J/ApJ/807/82/table1,99
Kepler-1319,J/A+A/594/A39/tablea3,1350
Kepler-1319,J/AJ/163/179/table1,1158
Kepler-132,VI/137/gum_mw,3777
Kepler-132,J/ApJ/919/138/table1,542
Kepler-132,J/ApJS/237/38/abund,807
Kepler-132,J/AJ/154/107/stars,922
Kepler-132,J/AJ/163/179/table1,1158
Kepler-132,J/other/Nat/486.375/tables,142
Kepler-1320,VI/137/gum_mw,3777
Kepler-1320,J/AJ/163/179/table1,1158
Kepler-1321,V/156/dr7smrs,532
Kepler-1321,VI/137/gum_mw,3777
Kepler-1321,J/A+A/594/A39/tablea3,1350
Kepler-1321,J/A+A/662/A66/table5,240
Kepler-1321,J/A+A/664/A78/table2,323
Kepler-1321,J/A+A/664/A78/tablec2,355
Kepler-1321,J/A+A/664/A78/tablec3,356
Kepler-1321,J/MNRAS/490/2112/table1,32
Kepler-1322,VI/137/gum_mw,3777
Kepler-1323,V/156/dr7smrs,532
Kepler-1323,VI/137/gum_mw,3777
Kepler-1323,J/ApJS/237/38/abund,807
Kepler-1323,J/A+A/594/A39/tablea3,1350
Kepler-1323,J/A+A/636/A85/tablec1,136
Kepler-1323,J/A+A/664/A78/table2,323
Kepler-1323,J/A+A/664/A78/tablec2,355
Kepler-1323,J/A+A/664/A78/tablec3,356
Kepler-1323,J/AJ/154/107/stars,922
Kepler-1323,J/AJ/161/68/table1,154
Kepler-1323,J/AJ/163/179/table1,1158
Kepler-1324,VI/137/gum_mw,3777
Kepler-1324,J/A+A/594/A39/tablea3,1350
Kepler-1324,J/A+A/662/A66/table5,240
Kepler-1324,J/A+A/664/A78/tablec2,355
Kepler-1324,J/A+A/664/A78/tablec3,356
Kepler-1324,J/AJ/163/179/table1,1158
Kepler-1325,VI/137/gum_mw,3777
Kepler-1325,J/A+A/594/A39/tablea3,1350
Kepler-1326,VI/137/gum_mw,3777
Kepler-1326,J/A+A/594/A39/tablea3,1350
Kepler-1326,J/A+A/662/A66/table5,240
Kepler-1327,VI/137/gum_mw,3777
Kepler-1327,J/ApJ/919/138/table1,542
Kepler-1327,J/ApJS/237/38/abund,807
Kepler-1327,J/A+A/594/A39/tablea3,1350
Kepler-1327,J/AJ/154/107/stars,922
Kepler-1327,J/AJ/163/179/table1,1158
Kepler-1328,VI/137/gum_mw,3777
Kepler-1328,J/ApJ/919/138/table1,542
Kepler-1328,J/ApJS/237/38/abund,807
Kepler-1328,J/A+A/594/A39/tablea3,1350
Kepler-1328,J/AJ/154/107/stars,922
Kepler-1328,J/AJ/163/179/table1,1158
Kepler-1329,VI/137/gum_mw,3777
Kepler-1329,J/A+A/594/A39/tablea3,1350
Kepler-1329,J/AJ/163/179/table1,1158
Kepler-133,VI/137/gum_mw,3777
Kepler-133,J/ApJ/919/138/table1,542
Kepler-133,J/ApJS/237/38/abund,807
Kepler-133,J/AJ/154/107/stars,922
Kepler-133,J/AJ/163/179/table1,1158
Kepler-133,J/other/Nat/486.375/tables,142
Kepler-1330,VI/137/gum_mw,3777
Kepler-1330,J/A+A/594/A39/tablea3,1350
Kepler-1331,VI/137/gum_mw,3777
Kepler-1331,J/A+A/594/A39/tablea3,1350
Kepler-1331,J/AJ/163/179/table1,1158
Kepler-1332,V/156/dr7smrs,532
Kepler-1332,VI/137/gum_mw,3777
Kepler-1332,J/ApJ/919/138/table1,542
Kepler-1332,J/ApJS/237/38/abund,807
Kepler-1332,J/A+A/594/A39/tablea3,1350
Kepler-1332,J/A+A/664/A78/table2,323
Kepler-1332,J/A+A/664/A78/tablec2,355
Kepler-1332,J/A+A/664/A78/tablec3,356
Kepler-1332,J/AJ/154/107/stars,922
Kepler-1332,J/AJ/163/179/table1,1158
Kepler-1333,VI/137/gum_mw,3777
Kepler-1334,VI/137/gum_mw,3777
Kepler-1335,V/156/dr7smrs,532
Kepler-1335,VI/137/gum_mw,3777
Kepler-1335,J/A+A/594/A39/tablea3,1350
Kepler-1335,J/A+A/664/A78/table2,323
Kepler-1335,J/A+A/664/A78/tablec2,355
Kepler-1335,J/A+A/664/A78/tablec3,356
Kepler-1336,VI/137/gum_mw,3777
Kepler-1336,J/ApJS/237/38/abund,807
Kepler-1336,J/A+A/594/A39/tablea3,1350
Kepler-1336,J/A+A/664/A78/tablec2,355
Kepler-1336,J/A+A/664/A78/tablec3,356
Kepler-1336,J/AJ/154/107/stars,922
Kepler-1336,J/AJ/163/179/table1,1158
Kepler-1337,VI/137/gum_mw,3777
Kepler-1337,J/AJ/163/179/table1,1158
Kepler-1338,VI/137/gum_mw,3777
Kepler-1338,J/ApJ/919/138/table1,542
Kepler-1338,J/ApJS/237/38/abund,807
Kepler-1338,J/A+A/594/A39/tablea3,1350
Kepler-1338,J/AJ/154/107/stars,922
Kepler-1338,J/AJ/163/179/table1,1158
Kepler-1339,VI/137/gum_mw,3777
Kepler-1339,J/ApJ/919/138/table1,542
Kepler-1339,J/ApJS/237/38/abund,807
Kepler-1339,J/A+A/594/A39/tablea3,1350
Kepler-1339,J/AJ/154/107/stars,922
Kepler-1339,J/AJ/163/179/table1,1158
Kepler-134,VI/137/gum_mw,3777
Kepler-134,J/ApJ/919/138/table1,542
Kepler-134,J/ApJS/237/38/abund,807
Kepler-134,J/A+A/594/A39/tablea3,1350
Kepler-134,J/AJ/154/107/stars,922
Kepler-134,J/AJ/163/179/table1,1158
Kepler-1340,VI/137/gum_mw,3777
Kepler-1340,J/ApJ/919/138/table1,542
Kepler-1340,J/AJ/154/107/stars,922
Kepler-1340,J/AJ/163/179/table1,1158
Kepler-1341,VI/137/gum_mw,3777
Kepler-1341,J/AJ/154/107/stars,922
Kepler-1341,J/AJ/163/179/table1,1158
Kepler-1342,VI/137/gum_mw,3777
Kepler-1342,J/A+A/594/A39/tablea3,1350
Kepler-1343,VI/137/gum_mw,3777
Kepler-1343,J/A+A/594/A39/tablea3,1350
Kepler-1344,V/156/dr7smrs,532
Kepler-1344,VI/137/gum_mw,3777
Kepler-1344,J/ApJ/919/138/table1,542
Kepler-1344,J/ApJS/237/38/abund,807
Kepler-1344,J/A+A/594/A39/tablea3,1350
Kepler-1344,J/A+A/664/A78/table2,323
Kepler-1344,J/A+A/664/A78/tablec2,355
Kepler-1344,J/A+A/664/A78/tablec3,356
Kepler-1344,J/AJ/154/107/stars,922
Kepler-1344,J/AJ/163/179/table1,1158
Kepler-1345,V/156/dr7smrs,532
Kepler-1345,VI/137/gum_mw,3777
Kepler-1345,J/ApJS/237/38/abund,807
Kepler-1345,J/A+A/664/A78/table2,323
Kepler-1345,J/A+A/664/A78/tablec2,355
Kepler-1345,J/A+A/664/A78/tablec3,356
Kepler-1345,J/AJ/154/107/stars,922
Kepler-1345,J/AJ/161/68/table1,154
Kepler-1345,J/AJ/163/179/table1,1158
Kepler-1346,VI/137/gum_mw,3777
Kepler-1346,J/A+A/594/A39/tablea3,1350
Kepler-1347,VI/137/gum_mw,3777
Kepler-1347,J/ApJ/767/127/hosts,65
Kepler-1347,J/ApJS/237/38/abund,807
Kepler-1347,J/A+A/594/A39/tablea3,1350
Kepler-1347,J/AJ/154/107/stars,922
Kepler-1347,J/AJ/163/179/table1,1158
Kepler-1348,VI/137/gum_mw,3777
Kepler-1348,J/A+A/594/A39/tablea3,1350
Kepler-1349,VI/137/gum_mw,3777
Kepler-1349,J/ApJ/919/138/table1,542
Kepler-1349,J/ApJS/237/38/abund,807
Kepler-1349,J/A+A/594/A39/tablea3,1350
Kepler-1349,J/A+A/636/A85/tablec1,136
Kepler-1349,J/A+A/664/A78/tablec2,355
Kepler-1349,J/A+A/664/A78/tablec3,356
Kepler-1349,J/AJ/154/107/stars,922
Kepler-1349,J/AJ/161/68/table1,154
Kepler-1349,J/AJ/163/179/table1,1158
Kepler-135,VI/137/gum_mw,3777
Kepler-135,J/ApJS/237/38/abund,807
Kepler-135,J/A+A/636/A85/tablec1,136
Kepler-135,J/AJ/154/107/stars,922
Kepler-135,J/AJ/161/68/table1,154
Kepler-135,J/AJ/163/179/table1,1158
Kepler-1350,VI/137/gum_mw,3777
Kepler-1350,J/ApJ/807/82/table1,99
Kepler-1351,VI/137/gum_mw,3777
Kepler-1351,J/AJ/163/179/table1,1158
Kepler-1352,VI/137/gum_mw,3777
Kepler-1352,J/ApJ/919/138/table1,542
Kepler-1352,J/ApJS/237/38/abund,807
Kepler-1352,J/A+A/594/A39/tablea3,1350
Kepler-1352,J/AJ/154/107/stars,922
Kepler-1352,J/AJ/163/179/table1,1158
Kepler-1353,V/156/dr7smrs,532
Kepler-1353,VI/137/gum_mw,3777
Kepler-1353,J/A+A/594/A39/tablea3,1350
Kepler-1353,J/AJ/163/179/table1,1158
Kepler-1354,VI/137/gum_mw,3777
Kepler-1354,J/A+A/594/A39/tablea3,1350
Kepler-1355,VI/137/gum_mw,3777
Kepler-1356,V/156/dr7smrs,532
Kepler-1356,VI/137/gum_mw,3777
Kepler-1356,J/A+A/594/A39/tablea3,1350
Kepler-1356,J/A+A/662/A66/table5,240
Kepler-1356,J/A+A/664/A78/table2,323
Kepler-1356,J/A+A/664/A78/tablec2,355
Kepler-1356,J/A+A/664/A78/tablec3,356
Kepler-1357,VI/137/gum_mw,3777
Kepler-1358,VI/137/gum_mw,3777
Kepler-136,VI/137/gum_mw,3777
Kepler-136,J/ApJS/237/38/abund,807
Kepler-136,J/A+A/594/A39/tablea3,1350
Kepler-136,J/AJ/154/107/stars,922
Kepler-136,J/AJ/163/179/table1,1158
Kepler-1360,VI/137/gum_mw,3777
Kepler-1360,J/A+A/594/A39/tablea3,1350
Kepler-1360,J/A+A/662/A66/table5,240
Kepler-1360,J/AJ/163/179/table1,1158
Kepler-1360,J/MNRAS/490/2112/table1,32
Kepler-1361,VI/137/gum_mw,3777
Kepler-1361,J/ApJS/237/38/abund,807
Kepler-1361,J/A+A/594/A39/tablea3,1350
Kepler-1361,J/AJ/154/107/stars,922
Kepler-1361,J/AJ/163/179/table1,1158
Kepler-1362,VI/137/gum_mw,3777
Kepler-1362,J/AJ/163/179/table1,1158
Kepler-1363,V/156/dr7smrs,532
Kepler-1363,VI/137/gum_mw,3777
Kepler-1363,J/A+A/594/A39/tablea3,1350
Kepler-1363,J/A+A/662/A66/table5,240
Kepler-1363,J/A+A/664/A78/table2,323
Kepler-1363,J/A+A/664/A78/tablec2,355
Kepler-1363,J/A+A/664/A78/tablec3,356
Kepler-1363,J/AJ/163/179/table1,1158
Kepler-1364,VI/137/gum_mw,3777
Kepler-1364,J/ApJS/237/38/abund,807
Kepler-1365,V/156/dr7smrs,532
Kepler-1365,VI/137/gum_mw,3777
Kepler-1365,J/ApJ/919/138/table1,542
Kepler-1365,J/ApJS/237/38/abund,807
Kepler-1365,J/A+A/594/A39/tablea3,1350
Kepler-1365,J/A+A/636/A85/tablec1,136
Kepler-1365,J/A+A/664/A78/table2,323
Kepler-1365,J/A+A/664/A78/tablec2,355
Kepler-1365,J/A+A/664/A78/tablec3,356
Kepler-1365,J/AJ/154/107/stars,922
Kepler-1365,J/AJ/163/179/table1,1158
Kepler-1366,VI/137/gum_mw,3777
Kepler-1366,J/A+A/594/A39/tablea3,1350
Kepler-1366,J/AJ/163/179/table1,1158
Kepler-1367,VI/137/gum_mw,3777
Kepler-1367,J/A+A/594/A39/tablea3,1350
Kepler-1367,J/AJ/163/179/table1,1158
Kepler-1368,VI/137/gum_mw,3777
Kepler-1369,V/156/dr7smrs,532
Kepler-1369,VI/137/gum_mw,3777
Kepler-1369,J/A+A/594/A39/tablea3,1350
Kepler-1369,J/A+A/662/A66/table5,240
Kepler-137,VI/137/gum_mw,3777
Kepler-137,J/ApJS/237/38/abund,807
Kepler-137,J/AJ/154/107/stars,922
Kepler-137,J/AJ/163/179/table1,1158
Kepler-1370,VI/137/gum_mw,3777
Kepler-1370,J/ApJS/237/38/abund,807
Kepler-1370,J/A+A/594/A39/tablea3,1350
Kepler-1370,J/AJ/154/107/stars,922
Kepler-1370,J/AJ/161/68/table1,154
Kepler-1370,J/AJ/163/179/table1,1158
Kepler-1371,VI/137/gum_mw,3777
Kepler-1371,J/ApJS/237/38/abund,807
Kepler-1371,J/A+A/594/A39/tablea3,1350
Kepler-1371,J/AJ/154/107/stars,922
Kepler-1371,J/AJ/163/179/table1,1158
Kepler-1372,V/156/dr7smrs,532
Kepler-1372,VI/137/gum_mw,3777
Kepler-1372,J/A+A/594/A39/tablea3,1350
Kepler-1372,J/A+A/664/A78/table2,323
Kepler-1372,J/A+A/664/A78/tablec2,355
Kepler-1372,J/A+A/664/A78/tablec3,356
Kepler-1373,VI/137/gum_mw,3777
Kepler-1373,J/ApJS/237/38/abund,807
Kepler-1373,J/AJ/154/107/stars,922
Kepler-1373,J/AJ/163/179/table1,1158
Kepler-1374,V/156/dr7smrs,532
Kepler-1374,VI/137/gum_mw,3777
Kepler-1374,J/A+A/594/A39/tablea3,1350
Kepler-1374,J/A+A/664/A78/table2,323
Kepler-1374,J/A+A/664/A78/tablec2,355
Kepler-1374,J/A+A/664/A78/tablec3,356
Kepler-1375,V/156/dr7smrs,532
Kepler-1375,VI/137/gum_mw,3777
Kepler-1375,J/A+A/594/A39/tablea3,1350
Kepler-1375,J/AJ/163/179/table1,1158
Kepler-1376,V/156/dr7smrs,532
Kepler-1376,VI/137/gum_mw,3777
Kepler-1376,J/A+A/664/A78/table2,323
Kepler-1376,J/A+A/664/A78/tablec2,355
Kepler-1376,J/A+A/664/A78/tablec3,356
Kepler-1377,VI/137/gum_mw,3777
Kepler-1378,VI/137/gum_mw,3777
Kepler-1378,J/A+A/594/A39/tablea3,1350
Kepler-1378,J/A+A/662/A66/table5,240
Kepler-1378,J/AJ/163/179/table1,1158
Kepler-1379,VI/137/gum_mw,3777
Kepler-1379,J/A+A/594/A39/tablea3,1350
Kepler-138,VI/137/gum_mw,3777
Kepler-138,J/A+A/594/A39/tablea3,1350
Kepler-138,J/A+A/664/A78/table2,323
Kepler-138,J/A+A/664/A78/tablec2,355
Kepler-138,J/A+A/664/A78/tablec3,356
Kepler-138,J/AJ/163/179/table1,1158
Kepler-1380,V/156/dr7smrs,532
Kepler-1380,VI/137/gum_mw,3777
Kepler-1380,J/A+A/594/A39/tablea3,1350
Kepler-1380,J/A+A/664/A78/table2,323
Kepler-1380,J/A+A/664/A78/tablec2,355
Kepler-1380,J/A+A/664/A78/tablec3,356
Kepler-1381,VI/137/gum_mw,3777
Kepler-1381,J/A+A/594/A39/tablea3,1350
Kepler-1382,VI/137/gum_mw,3777
Kepler-1382,J/ApJS/237/38/abund,807
Kepler-1382,J/A+A/594/A39/tablea3,1350
Kepler-1382,J/AJ/154/107/stars,922
Kepler-1382,J/AJ/161/68/table1,154
Kepler-1382,J/AJ/163/179/table1,1158
Kepler-1383,VI/137/gum_mw,3777
Kepler-1383,J/A+A/594/A39/tablea3,1350
Kepler-1383,J/AJ/154/107/stars,922
Kepler-1383,J/AJ/161/68/table1,154
Kepler-1383,J/AJ/163/179/table1,1158
Kepler-1384,VI/137/gum_mw,3777
Kepler-1385,VI/137/gum_mw,3777
Kepler-1385,J/ApJ/919/138/table1,542
Kepler-1385,J/ApJS/237/38/abund,807
Kepler-1385,J/A+A/594/A39/tablea3,1350
Kepler-1385,J/AJ/154/107/stars,922
Kepler-1385,J/AJ/163/179/table1,1158
Kepler-1386,VI/137/gum_mw,3777
Kepler-1386,J/A+A/594/A39/tablea3,1350
Kepler-1387,VI/137/gum_mw,3777
Kepler-1387,J/A+A/594/A39/tablea3,1350
Kepler-1388,VI/137/gum_mw,3777
Kepler-1388,J/AJ/154/107/stars,922
Kepler-1388,J/AJ/163/179/table1,1158
Kepler-1389,VI/137/gum_mw,3777
Kepler-1389,J/AJ/154/107/stars,922
Kepler-1389,J/AJ/163/179/table1,1158
Kepler-139,V/156/dr7smrs,532
Kepler-139,VI/137/gum_mw,3777
Kepler-139,J/ApJ/919/138/table1,542
Kepler-139,J/ApJS/237/38/abund,807
Kepler-139,J/A+A/594/A39/tablea3,1350
Kepler-139,J/A+A/664/A78/table2,323
Kepler-139,J/A+A/664/A78/tablec2,355
Kepler-139,J/A+A/664/A78/tablec3,356
Kepler-139,J/AJ/154/107/stars,922
Kepler-139,J/AJ/163/179/table1,1158
Kepler-139,J/other/Nat/486.375/tables,142
Kepler-1390,VI/137/gum_mw,3777
Kepler-1390,J/A+A/594/A39/tablea3,1350
Kepler-1391,VI/137/gum_mw,3777
Kepler-1391,J/ApJ/919/138/table1,542
Kepler-1391,J/ApJS/237/38/abund,807
Kepler-1391,J/A+A/594/A39/tablea3,1350
