Temperature,logg,FeH,Limbo
3500.0,3.0,-0.5,0.6708461337816121
3500.0,3.0,-0.4,0.6856365624612861
3500.0,3.0,-0.30000000000000004,0.7020234518536037
3500.0,3.0,-0.20000000000000007,0.7202800278035797
3500.0,3.0,-0.10000000000000009,0.740745636420935
3500.0,3.0,-1.1102230246251565e-16,0.7638470332109514
3500.0,3.0,0.09999999999999987,0.7653846601264656
3500.0,3.0,0.19999999999999984,0.7670943079951763
3500.0,3.0,0.2999999999999998,0.7690065542956337
3500.0,3.0,0.3999999999999998,0.7711596802419738
3500.0,3.0,0.4999999999999998,0.7736022592065032
3500.0,3.1,-0.5,0.6581340489669281
3500.0,3.1,-0.4,0.6732608628299775
3500.0,3.1,-0.30000000000000004,0.6899708594973175
3500.0,3.1,-0.20000000000000007,0.7085263092547971
3500.0,3.1,-0.10000000000000009,0.7292507984084574
3500.0,3.1,-1.1102230246251565e-16,0.7525482608433098
3500.0,3.1,0.09999999999999987,0.7554543023241949
3500.0,3.1,0.19999999999999984,0.7587096797466877
3500.0,3.1,0.2999999999999998,0.7623814117700808
3500.0,3.1,0.3999999999999998,0.7665548318168147
3500.0,3.1,0.4999999999999998,0.7730481185427016
3500.0,3.2,-0.5,0.6457946868587257
3500.0,3.2,-0.4,0.6612812573953762
3500.0,3.2,-0.30000000000000004,0.6783396721049338
3500.0,3.2,-0.20000000000000007,0.6972220314671534
3500.0,3.2,-0.10000000000000009,0.718237391616988
3500.0,3.2,-1.1102230246251565e-16,0.7417688126500148
3500.0,3.2,0.09999999999999987,0.7459146900854646
3500.0,3.2,0.19999999999999984,0.7505924020987446
3500.0,3.2,0.2999999999999998,0.7559112983142399
3500.0,3.2,0.3999999999999998,0.7620129112757085
3500.0,3.2,0.4999999999999998,0.7690837378749181
3500.0,3.3000000000000003,-0.5,0.6338118915899842
3500.0,3.3000000000000003,-0.4,0.6496790299483293
3500.0,3.3000000000000003,-0.30000000000000004,0.6671081687066867
3500.0,3.3000000000000003,-0.20000000000000007,0.6863418993668544
3500.0,3.3000000000000003,-0.10000000000000009,0.7076757911470808
3500.0,3.3000000000000003,-1.1102230246251565e-16,0.7314736884290838
3500.0,3.3000000000000003,0.09999999999999987,0.7367432055823517
3500.0,3.3000000000000003,0.19999999999999984,0.7449855992525359
3500.0,3.3000000000000003,0.2999999999999998,0.7495908351529077
3500.0,3.3000000000000003,0.3999999999999998,0.7575326381563792
3500.0,3.3000000000000003,0.4999999999999998,0.76683254988562
3500.0,3.4000000000000004,-0.5,0.6221704280001658
3500.0,3.4000000000000004,-0.4,0.6384366246337813
3500.0,3.4000000000000004,-0.30000000000000004,0.656256095500396
3500.0,3.4000000000000004,-0.20000000000000007,0.6758624810709483
3500.0,3.4000000000000004,-0.10000000000000009,0.69753875399606
3500.0,3.4000000000000004,-1.1102230246251565e-16,0.721630964445332
3500.0,3.4000000000000004,0.09999999999999987,0.7279189433940427
3500.0,3.4000000000000004,0.19999999999999984,0.7351103316378624
3500.0,3.4000000000000004,0.2999999999999998,0.7434148898553128
3500.0,3.4000000000000004,0.3999999999999998,0.7531127653614342
3500.0,3.4000000000000004,0.4999999999999998,0.7645867180290348
3500.0,3.5000000000000004,-0.5,0.6108559163758212
3500.0,3.5000000000000004,-0.4,0.6275375581560376
3500.0,3.5000000000000004,-0.30000000000000004,0.6539789298610154
3500.0,3.5000000000000004,-0.20000000000000007,0.6726864161392536
3500.0,3.5000000000000004,-0.10000000000000009,0.6878011839820403
3500.0,3.5000000000000004,-1.1102230246251565e-16,0.712211461352489
3500.0,3.5000000000000004,0.09999999999999987,0.7194225515209531
3500.0,3.5000000000000004,0.19999999999999984,0.7310015156609312
3500.0,3.5000000000000004,0.2999999999999998,0.7402533524096719
3500.0,3.5000000000000004,0.3999999999999998,0.748752079811567
3500.0,3.5000000000000004,0.4999999999999998,0.7623462231852458
3500.0,3.6000000000000005,-0.5,0.6024187824990187
3500.0,3.6000000000000005,-0.4,0.6187252109402823
3500.0,3.6000000000000005,-0.30000000000000004,0.6364282292287601
3500.0,3.6000000000000005,-0.20000000000000007,0.6633166663748382
3500.0,3.6000000000000005,-0.10000000000000009,0.6830799880821132
3500.0,3.6000000000000005,-1.1102230246251565e-16,0.6999755030160096
3500.0,3.6000000000000005,0.09999999999999987,0.7080387094004796
3500.0,3.6000000000000005,0.19999999999999984,0.717309442986639
3500.0,3.6000000000000005,0.2999999999999998,0.7280809131021846
3500.0,3.6000000000000005,0.3999999999999998,0.7407496191506895
3500.0,3.6000000000000005,0.4999999999999998,0.75805703976793
3500.0,3.7000000000000006,-0.5,0.5940697109238181
3500.0,3.7000000000000006,-0.4,0.6100579038199849
3500.0,3.7000000000000006,-0.30000000000000004,0.627306226723365
3500.0,3.7000000000000006,-0.20000000000000007,0.6459697692415456
3500.0,3.7000000000000006,-0.10000000000000009,0.6662301603005176
3500.0,3.7000000000000006,-1.1102230246251565e-16,0.6883014980014126
3500.0,3.7000000000000006,0.09999999999999987,0.6971884839413889
3500.0,3.7000000000000006,0.19999999999999984,0.7073957077053159
3500.0,3.7000000000000006,0.2999999999999998,0.7192409745409767
3500.0,3.7000000000000006,0.3999999999999998,0.7331529903982646
3500.0,3.7000000000000006,0.4999999999999998,0.7522590662965507
3500.0,3.8000000000000007,-0.5,0.585807329880866
3500.0,3.8000000000000007,-0.4,0.601532086234436
3500.0,3.8000000000000007,-0.30000000000000004,0.6183912415173982
3500.0,3.8000000000000007,-0.20000000000000007,0.6365121440594217
3500.0,3.8000000000000007,-0.10000000000000009,0.6560419449199586
3500.0,3.8000000000000007,-1.1102230246251565e-16,0.6771516027303475
3500.0,3.8000000000000007,0.09999999999999987,0.6868352142635292
3500.0,3.8000000000000007,0.19999999999999984,0.6979463413652945
3500.0,3.8000000000000007,0.2999999999999998,0.7108257592718241
3500.0,3.8000000000000007,0.3999999999999998,0.725932085619225
3500.0,3.8000000000000007,0.4999999999999998,0.7438975410552575
3500.0,3.900000000000001,-0.5,0.5776302959572942
3500.0,3.900000000000001,-0.4,0.5931443211720322
3500.0,3.900000000000001,-0.30000000000000004,0.6096763055563627
3500.0,3.900000000000001,-0.20000000000000007,0.6273298383525162
3500.0,3.900000000000001,-0.10000000000000009,0.6462230575708825
3500.0,3.900000000000001,-1.1102230246251565e-16,0.6664912968456942
3500.0,3.900000000000001,0.09999999999999987,0.6769455229103536
3500.0,3.900000000000001,0.19999999999999984,0.688929463500172
3500.0,3.900000000000001,0.2999999999999998,0.7028053758770477
3500.0,3.900000000000001,0.3999999999999998,0.7190597027703929
3500.0,3.900000000000001,0.4999999999999998,0.7383612766927108
3500.0,4.000000000000001,-0.5,0.5695372937179428
3500.0,4.000000000000001,-0.4,0.584891282306575
3500.0,4.000000000000001,-0.30000000000000004,0.6011547600210377
3500.0,4.000000000000001,-0.20000000000000007,0.6184110023240152
3500.0,4.000000000000001,-0.10000000000000009,0.6458247687742771
3500.0,4.000000000000001,-1.1102230246251565e-16,0.6642479904257717
3500.0,4.000000000000001,0.09999999999999987,0.6674889558901045
3500.0,4.000000000000001,0.19999999999999984,0.6803160467710812
3500.0,4.000000000000001,0.2999999999999998,0.6951526739560322
3500.0,4.000000000000001,0.3999999999999998,0.7125112039457024
3500.0,4.000000000000001,0.4999999999999998,0.7330943627904737
3500.0,4.100000000000001,-0.5,0.5650905539122062
3500.0,4.100000000000001,-0.4,0.5798834164835818
3500.0,4.100000000000001,-0.30000000000000004,0.6069389298868402
3500.0,4.100000000000001,-0.20000000000000007,0.6120167882445731
3500.0,4.100000000000001,-0.10000000000000009,0.6295078729123169
3500.0,4.100000000000001,-1.1102230246251565e-16,0.6480642244403493
3500.0,4.100000000000001,0.09999999999999987,0.6592150905318794
3500.0,4.100000000000001,0.19999999999999984,0.6718737386170094
3500.0,4.100000000000001,0.2999999999999998,0.6863681592308636
3500.0,4.100000000000001,0.3999999999999998,0.7031289118285897
3500.0,4.100000000000001,0.4999999999999998,0.7268515547524264
3500.0,4.200000000000001,-0.5,0.5606591794852034
3500.0,4.200000000000001,-0.4,0.5749085217916654
3500.0,4.200000000000001,-0.30000000000000004,0.5899046692822588
3500.0,4.200000000000001,-0.20000000000000007,0.6057079119101546
3500.0,4.200000000000001,-0.10000000000000009,0.6223852088025331
3500.0,4.200000000000001,-1.1102230246251565e-16,0.6400111357466012
3500.0,4.200000000000001,0.09999999999999987,0.6511796982115322
3500.0,4.200000000000001,0.19999999999999984,0.663750251837515
3500.0,4.200000000000001,0.2999999999999998,0.6780044639565156
3500.0,4.200000000000001,0.3999999999999998,0.6943048679591953
3500.0,4.200000000000001,0.4999999999999998,0.7178529321465145
3500.0,4.300000000000001,-0.5,0.5562430915149585
3500.0,4.300000000000001,-0.4,0.5699662742925236
3500.0,4.300000000000001,-0.30000000000000004,0.5843625475754806
3500.0,4.300000000000001,-0.20000000000000007,0.5994826763842731
3500.0,4.300000000000001,-0.10000000000000009,0.6153826624219421
3500.0,4.300000000000001,-1.1102230246251565e-16,0.6321244382339544
3500.0,4.300000000000001,0.09999999999999987,0.6433726150115454
3500.0,4.300000000000001,0.19999999999999984,0.655927860667507
3500.0,4.300000000000001,0.2999999999999998,0.6700320563178598
3500.0,4.300000000000001,0.3999999999999998,0.6859906885815874
3500.0,4.300000000000001,0.4999999999999998,0.7041952282958811
3500.0,4.400000000000001,-0.5,0.5518422105812301
3500.0,4.400000000000001,-0.4,0.5650563539142321
3500.0,4.400000000000001,-0.30000000000000004,0.5788746269241458
3500.0,4.400000000000001,-0.20000000000000007,0.5933394291314369
3500.0,4.400000000000001,-0.10000000000000009,0.6194034554975099
3500.0,4.400000000000001,-1.1102230246251565e-16,0.6243990279679049
3500.0,4.400000000000001,0.09999999999999987,0.635784247019697
3500.0,4.400000000000001,0.19999999999999984,0.6483901297436097
3500.0,4.400000000000001,0.2999999999999998,0.6624241050603346
3500.0,4.400000000000001,0.3999999999999998,0.6781434232200303
3500.0,4.400000000000001,0.4999999999999998,0.6958710671686661
3500.0,4.500000000000002,-0.5,0.5474564587170296
3500.0,4.500000000000002,-0.4,0.5601784442275717
3500.0,4.500000000000002,-0.30000000000000004,0.57344011635764
3500.0,4.500000000000002,-0.20000000000000007,0.5872765612586008
3500.0,4.500000000000002,-0.10000000000000009,0.6017259729451716
3500.0,4.500000000000002,-1.1102230246251565e-16,0.6274194942421429
3500.0,4.500000000000002,0.09999999999999987,0.62840553005453
3500.0,4.500000000000002,0.19999999999999984,0.641121798091121
3500.0,4.500000000000002,0.2999999999999998,0.6551561772411942
3500.0,4.500000000000002,0.3999999999999998,0.6707248143900062
